主站点号,电压等级,间隔名称,设备名称,设备大类,信息分类,告警分级,量测类型,动作量词,信号类型,是否上光字牌,主站端描述（合并信息填母点描述）,厂站端描述
154,110kV,1号主变公用,1号主变接地变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护BPCS9621保护动作,1#接地变保护BPCS9621保护动作
155,110kV,1号主变公用,1号主变接地变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护BPCS9621过流I段动作（速断）,1#接地变保护BPCS9621过流I段动作（速断）
156,110kV,1号主变公用,1号主变接地变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护BPCS9621过流II段动作（过流）,1#接地变保护BPCS9621过流II段动作（过流）
157,110kV,1号主变公用,1号主变接地变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护BPCS9621过流III段动作,1#接地变保护BPCS9621过流III段动作
158,110kV,1号主变公用,1号主变接地变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护BPCS9621零流过流I段动作,1#接地变保护BPCS9621零流过流I段动作
159,110kV,1号主变公用,1号主变接地变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护BPCS9621零流过流II段动作,1#接地变保护BPCS9621零流过流II段动作
160,110kV,1号主变公用,1号主变接地变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护BPCS9621零流过流III段动作,1#接地变保护BPCS9621零流过流III段动作
161,110kV,1号主变公用,1号主变接地变公用,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#接地变温度高告警,1#接地变温度高告警
162,110kV,1号主变公用,1号主变接地变公用,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,1#接地变温控器故障,1#接地变温控器故障
163,110kV,1号主变110kV侧,101间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,101间隔事故总,101间隔事故总
164,110kV,1号主变110kV侧,101开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,101,101
165,110kV,1号主变110kV侧,101-2刀闸,交流刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,101-2,101-2
166,110kV,1号主变110kV侧,101-4刀闸,交流刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,101-4,101-4
167,110kV,1号主变110kV侧,101-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,101-27,101-27
168,110kV,1号主变110kV侧,101-47接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,101-47,101-47
169,110kV,1号主变110kV侧,101-07接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,101-07,101-07
170,110kV,1号主变110kV侧,101开关机构,辅助设备,变位,,,PSCADA远方/就地,一般遥信,否,101开关机构就地控制,101开关机构就地控制
171,110kV,1号主变110kV侧,101开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,101开关机构储能电机故障,101开关机构储能电机故障
172,110kV,1号主变110kV侧,101开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,101开关机构弹簧未储能,101开关机构弹簧未储能
173,110kV,1号主变110kV侧,101开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,101加热器故障,101加热器故障
174,110kV,1号主变110kV侧,101开关机构,辅助设备,变位,,,PSCADA远方/就地,一般遥信,否,101刀闸机构就地控制,101刀闸机构就地控制
175,110kV,1号主变110kV侧,101开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,101刀闸电机电源消失,101刀闸电机电源消失
176,110kV,1号主变110kV侧,101开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,101刀闸控制电源消失,101刀闸控制电源消失
177,110kV,1号主变110kV侧,101开关机构,辅助设备,变位,,,PSCADA联锁/解锁,一般遥信,否,101汇控柜电气联锁解除,101汇控柜电气联锁解除
178,110kV,1号主变110kV侧,101开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,101汇控柜信号电源消失,101汇控柜信号电源消失
179,110kV,1号主变110kV侧,101开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,101开关SF6气压低告警,101开关SF6气压低告警
180,110kV,1号主变110kV侧,101开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,101开关SF6气压低闭锁,101开关SF6气压低闭锁
181,110kV,1号主变110kV侧,101开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,101CT气室SF6气压低告警,101CT气室SF6气压低告警
182,110kV,1号主变110kV侧,101开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,101-2、-27、-17气室SF6气压低告警,101-2、-27、-17气室SF6气压低告警
183,110kV,1号主变110kV侧,101开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,101电缆气室SF6气压低告警,101电缆气室SF6气压低告警
184,110kV,1号主变110kV侧,101开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,101-4、-47气室SF6气压低告警,101-4、-47气室SF6气压低告警
185,110kV,1号主变110kV侧,101合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101合智一体A控制回路断线,101合智一体A控制回路断线
186,110kV,1号主变110kV侧,101合智一体A,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,101合智一体A智能终端就地控制,101合智一体A智能终端就地控制
187,110kV,1号主变110kV侧,101合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,101合智一体A故障,101合智一体A故障
188,110kV,1号主变110kV侧,101合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101合智一体A异常,101合智一体A异常
189,110kV,1号主变110kV侧,101合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101合智一体A对时异常,101合智一体A对时异常
190,110kV,1号主变110kV侧,101合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101合智一体AGOOSE总告警,101合智一体AGOOSE总告警
191,110kV,1号主变110kV侧,101合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101合智一体A检修不一致,101合智一体A检修不一致
192,110kV,1号主变110kV侧,101合智一体A,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,101合智一体A检修压板投入,101合智一体A检修压板投入
193,110kV,1号主变110kV侧,101合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,101合智一体B故障,101合智一体B故障
194,110kV,1号主变110kV侧,101合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101合智一体B异常,101合智一体B异常
195,110kV,1号主变110kV侧,101合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101合智一体B对时异常,101合智一体B对时异常
196,110kV,1号主变110kV侧,101合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101合智一体BGOOSE总告警,101合智一体BGOOSE总告警
197,110kV,1号主变110kV侧,101合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101合智一体B检修不一致,101合智一体B检修不一致
198,110kV,1号主变110kV侧,101合智一体B,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,101合智一体B检修压板投入,101合智一体B检修压板投入
199,110kV,1号主变110kV侧,101测控,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,101测控装置故障,101测控装置故障
200,110kV,1号主变110kV侧,101测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101测控装置异常,101测控装置异常
201,110kV,1号主变110kV侧,101测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101测控装置GOOSE总告警,101测控装置GOOSE总告警
202,110kV,1号主变110kV侧,101测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101测控装置SV总告警,101测控装置SV总告警
203,110kV,1号主变110kV侧,101测控,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,101测控装置通信中断,101测控装置通信中断
204,110kV,1号主变110kV侧,101测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,101测控装置对时异常,101测控装置对时异常
205,110kV,1号主变110kV侧,101测控,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,101测控装置检修压板投入,101测控装置检修压板投入
206,10kV,1号主变10kV侧,201间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,201间隔事故总,201间隔事故总
207,10kV,1号主变10kV侧,201开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,201,201
208,10kV,1号主变10kV侧,201手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,201开关手车工作位置,201开关手车工作位置
209,10kV,1号主变10kV侧,201开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,201开关机构弹簧未储能,201开关机构弹簧未储能
210,10kV,1号主变10kV侧,201开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,201开关机构储能电机故障,201开关机构储能电机故障
211,10kV,1号主变10kV侧,201开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,201加热器故障,201加热器故障
212,10kV,1号主变10kV侧,201开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,201带电显示器故障,201带电显示器故障
213,10kV,1号主变10kV侧,201合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,201合智一体A故障,201合智一体A故障
214,10kV,1号主变10kV侧,201合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201合智一体A异常,201合智一体A异常
215,10kV,1号主变10kV侧,201合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201合智一体A控制回路断线,201合智一体A控制回路断线
216,10kV,1号主变10kV侧,201合智一体A,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,201合智一体A就地控制,201合智一体A就地控制
217,10kV,1号主变10kV侧,201合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201合智一体A对时异常,201合智一体A对时异常
218,10kV,1号主变10kV侧,201合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201合智一体AGOOSE总告警,201合智一体AGOOSE总告警
219,10kV,1号主变10kV侧,201合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201合智一体A检修不一致,201合智一体A检修不一致
220,10kV,1号主变10kV侧,201合智一体A,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,201合智一体A检修压板投入,201合智一体A检修压板投入
221,10kV,1号主变10kV侧,201合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,201合智一体B故障,201合智一体B故障
222,10kV,1号主变10kV侧,201合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201合智一体B异常,201合智一体B异常
223,10kV,1号主变10kV侧,201合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201合智一体B对时异常,201合智一体B对时异常
224,10kV,1号主变10kV侧,201合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201合智一体BGOOSE总告警,201合智一体BGOOSE总告警
225,10kV,1号主变10kV侧,201合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201合智一体B检修不一致,201合智一体B检修不一致
226,10kV,1号主变10kV侧,201合智一体B,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,201合智一体B检修压板投入,201合智一体B检修压板投入
227,10kV,1号主变10kV侧,201测控,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,201测控装置故障,201测控装置故障
228,10kV,1号主变10kV侧,201测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201测控装置异常,201测控装置异常
229,10kV,1号主变10kV侧,201测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201测控装置GOOSE总告警,201测控装置GOOSE总告警
230,10kV,1号主变10kV侧,201测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201测控装置SV总告警,201测控装置SV总告警
231,10kV,1号主变10kV侧,201测控,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,201测控装置通信中断,201测控装置通信中断
232,10kV,1号主变10kV侧,201测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,201测控装置对时异常,201测控装置对时异常
233,10kV,1号主变10kV侧,201测控,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,201测控装置检修压板投入,201测控装置检修压板投入
234,110kV,2号主变公用,2-7中性点地刀,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2-7,2-7
235,110kV,2号主变公用,2-7刀闸机构,辅助设备,变位,,,PSCADA远方/就地,一般遥信,否,2-7刀闸机构就地控制,2-7刀闸机构就地控制
236,110kV,2号主变公用,2-7刀闸机构,辅助设备,变位,,,PSCADA远方/就地,一般遥信,否,2-7本体智能终端就地控制,2-7本体智能终端就地控制
237,110kV,2号主变公用,2-7刀闸机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2-7刀闸电机电源消失,2-7刀闸电机电源消失
