主站点号,电压等级,间隔名称,设备名称,设备大类,信息分类,告警分级,量测类型,动作量词,信号类型,是否上光字牌,主站端描述（合并信息填母点描述）,厂站端描述
900,110kV,3号主变110kV侧,103合智一体A,二次设备,告知,,,PSCADA远方/就地,一般遥信,是,103合智一体A智能终端就地控制,103合智一体A智能终端就地控制
901,110kV,3号主变110kV侧,103合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,103合智一体A对时异常,103合智一体A对时异常
902,110kV,3号主变110kV侧,103合智一体A,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,103合智一体A检修压板投入,103合智一体A检修压板投入
903,110kV,3号主变110kV侧,103合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,103合智一体AGOOSE总告警,103合智一体AGOOSE总告警
904,110kV,3号主变110kV侧,103合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,103合智一体A检修不一致,103合智一体A检修不一致
905,110kV,3号主变110kV侧,103合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,103合智一体B异常,103合智一体B异常
906,110kV,3号主变110kV侧,103合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,103合智一体B故障,103合智一体B故障
907,110kV,3号主变110kV侧,103合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,103合智一体B对时异常,103合智一体B对时异常
908,110kV,3号主变110kV侧,103合智一体B,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,103合智一体B检修压板投入,103合智一体B检修压板投入
909,110kV,3号主变110kV侧,103合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,103合智一体BGOOSE总告警,103合智一体BGOOSE总告警
910,110kV,3号主变110kV侧,103合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,103合智一体B检修不一致,103合智一体B检修不一致
911,110kV,3号主变110kV侧,103测控,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,103测控装置通信中断,103测控装置通信中断
912,110kV,3号主变110kV侧,103测控,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,103测控装置故障,103测控装置故障
913,110kV,3号主变110kV侧,103测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,103测控装置异常,103测控装置异常
914,110kV,3号主变110kV侧,103测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,103测控装置GOOSE总告警,103测控装置GOOSE总告警
915,110kV,3号主变110kV侧,103测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,103测控装置SV总告警,103测控装置SV总告警
916,110kV,3号主变110kV侧,103测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,103测控装置对时异常,103测控装置对时异常
917,110kV,3号主变110kV侧,103测控,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,103测控装置检修压板投入,103测控装置检修压板投入
918,110kV,3号主变110kV侧,103间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,103间隔事故总,103间隔事故总
919,110kV,3号主变110kV侧,103开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,103开关SF6气压低告警,103开关SF6气压低告警
920,110kV,3号主变110kV侧,103开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,103开关SF6气压低闭锁,103开关SF6气压低闭锁
921,110kV,3号主变110kV侧,103开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,103开关机构储能电机空开失电,103开关机构储能电机空开失电
922,110kV,3号主变110kV侧,103开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,103开关机构交流空开断开报警,103开关机构交流空开断开报警
923,110kV,3号主变110kV侧,103开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,103开关机构弹簧未储能,103开关机构弹簧未储能
924,110kV,3号主变110kV侧,103开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,103开关机构就地控制,103开关机构就地控制
925,110kV,3号主变110kV侧,103开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,103开关机构储能电机超时运转,103开关机构储能电机超时运转
926,10kV,3号主变10kV侧,203间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,203间隔事故总,203间隔事故总
927,10kV,3号主变10kV侧,203开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,203开关机构储能电机交流空开失电,203开关机构储能电机交流空开失电
928,10kV,3号主变10kV侧,203开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,203开关机构交流电源失电,203开关机构交流电源失电
929,10kV,3号主变10kV侧,203开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,203开关机构弹簧未储能,203开关机构弹簧未储能
930,10kV,3号主变10kV侧,203开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,203开关机构直流空开失电,203开关机构直流空开失电
931,10kV,3号主变10kV侧,203开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,203开关柜电动操作远方控制,203开关柜电动操作远方控制
932,10kV,3号主变10kV侧,203合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,203合智一体A异常,203合智一体A异常
933,10kV,3号主变10kV侧,203合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,203合智一体A故障,203合智一体A故障
934,10kV,3号主变10kV侧,203合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,203合智一体A控制回路断线,203合智一体A控制回路断线
935,10kV,3号主变10kV侧,203合智一体A,二次设备,告知,,,PSCADA远方/就地,一般遥信,是,203合智一体A就地控制,203合智一体A就地控制
936,10kV,3号主变10kV侧,203合智一体A,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,203合智一体A检修压板投入,203合智一体A检修压板投入
937,10kV,3号主变10kV侧,203合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,203合智一体A对时异常,203合智一体A对时异常
938,10kV,3号主变10kV侧,203合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,203合智一体A检修不一致,203合智一体A检修不一致
939,10kV,3号主变10kV侧,203合智一体A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,203合智一体AGOOSE总告警,203合智一体AGOOSE总告警
940,10kV,3号主变10kV侧,203合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,203合智一体B异常,203合智一体B异常
941,10kV,3号主变10kV侧,203合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,203合智一体B故障,203合智一体B故障
942,10kV,3号主变10kV侧,203合智一体B,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,203合智一体B检修压板投入,203合智一体B检修压板投入
943,10kV,3号主变10kV侧,203合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,203合智一体B对时异常,203合智一体B对时异常
944,10kV,3号主变10kV侧,203合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,203合智一体B检修不一致,203合智一体B检修不一致
945,10kV,3号主变10kV侧,203合智一体B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,203合智一体BGOOSE总告警,203合智一体BGOOSE总告警
946,10kV,3号主变10kV侧,203测控,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,203测控装置通信中断,203测控装置通信中断
947,10kV,3号主变10kV侧,203测控,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,203测控装置故障,203测控装置故障
948,10kV,3号主变10kV侧,203测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,203测控装置异常,203测控装置异常
949,10kV,3号主变10kV侧,203测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,203测控装置GOOSE总告警,203测控装置GOOSE总告警
950,10kV,3号主变10kV侧,203测控,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,203测控装置SV总告警,203测控装置SV总告警
951,10kV,3号主变10kV侧,203测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,203测控装置对时异常,203测控装置对时异常
952,10kV,3号主变10kV侧,203测控,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,203测控装置检修压板投入,203测控装置检修压板投入
953,110kV,110kV111备用线,111间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111间隔事故总,111间隔事故总
954,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111开关SF6气压低告警,111开关SF6气压低告警
955,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111开关SF6气压低闭锁,111开关SF6气压低闭锁
956,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111开关机构储能电机电源失电,111开关机构储能电机电源失电
957,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111开关机构交流空开断开报警,111开关机构交流空开断开报警
958,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,111开关机构弹簧未储能,111开关机构弹簧未储能
959,110kV,110kV111备用线,111开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,111开关机构就地控制,111开关机构就地控制
960,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111开关机构储能电机超时运转,111开关机构储能电机超时运转
961,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111刀闸电机电源消失,111刀闸电机电源消失
962,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111刀闸控制电源消失,111刀闸控制电源消失
963,110kV,110kV111备用线,111开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,111刀闸就地控制,111刀闸就地控制
964,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111-2/-27/-17刀闸气室SF6气压低告警,111-2/-27/-17刀闸气室SF6气压低告警
965,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111-4/-47刀闸气室SF6气压低告警,111-4/-47刀闸气室SF6气压低告警
966,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111断路器气室SF6气压低告警,111断路器气室SF6气压低告警
967,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111避雷器气室SF6气压低告警,111避雷器气室SF6气压低告警
968,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA联锁/解锁,一般遥信,是,111开关汇控柜电气联锁解除,111开关汇控柜电气联锁解除
969,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111直流空开断开报警,111直流空开断开报警
970,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111可拆卸导体气室SF6气压低告警,111可拆卸导体气室SF6气压低告警
971,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111验电器故障,111验电器故障
972,110kV,110kV111备用线,111开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,111线路侧无电,111线路侧无电
973,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A保护动作,111线路测保CSC163A保护动作
974,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A主保护动作,111线路测保CSC163A主保护动作
975,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A后备保护动作,111线路测保CSC163A后备保护动作
976,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A电流Ⅰ段动作,111线路测保CSC163A电流Ⅰ段动作
977,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A电流Ⅱ段动作,111线路测保CSC163A电流Ⅱ段动作
978,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A电流Ⅲ段动作,111线路测保CSC163A电流Ⅲ段动作
979,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A零序过流Ⅰ段动作,111线路测保CSC163A零序过流Ⅰ段动作
980,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A零序过流Ⅱ段动作,111线路测保CSC163A零序过流Ⅱ段动作
981,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A零序过流Ⅲ段保护动作,111线路测保CSC163A零序过流Ⅲ段保护动作
982,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A零序过流Ⅳ段保护动作,111线路测保CSC163A零序过流Ⅳ段保护动作
983,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A纵联差动保护动作,111线路测保CSC163A纵联差动保护动作
984,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A相间距离Ⅰ段保护动作,111线路测保CSC163A相间距离Ⅰ段保护动作
985,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A相间距离Ⅱ段保护动作,111线路测保CSC163A相间距离Ⅱ段保护动作
986,110kV,110kV111备用线,111线路测保A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,111线路测保CSC163A相间距离Ⅲ段保护动作,111线路测保CSC163A相间距离Ⅲ段保护动作
